dex,contour,solidity,symmetry,aspect,occupancy,eff_colors,edge_density,area
98,2.399288827274686,0.6337137484098159,0.7915146460961118,1.6338028169014085,0.262237548828125,22,0.30129174909810313,17186
99,2.4134507459665575,0.6362464974536233,0.4814744261358225,1.6111111111111112,0.237335205078125,22,0.3104024688183104,15554
100,0.8975523916112265,1.0,0.9249831908558256,1.0265486725663717,0.611602783203125,20,0.08829399730552367,40082
101,0.9004977607834608,1.0,0.9924997626507168,0.9956896551724138,0.640472412109375,22,0.10385000238242721,41974
102,1.1900547717360834,0.8716359432205023,0.6895542828685259,1.2677595628415301,0.4141387939453125,22,0.22633653881581373,27141
103,3.3650160436259973,0.5424967786698385,0.6015362106803219,1.0175438596491229,0.3340606689453125,21,0.33650025122185173,21893
104,1.499145276748997,0.753499317041505,0.680419833514296,0.8448275862068966,0.425079345703125,19,0.19380429320123482,27858
105,1.989776160698105,0.7097430424705274,0.45210152838427947,0.8275862068965517,0.324737548828125,21,0.22775115120759326,21282
106,2.066134699284828,0.48612531292972744,0.24039586144849304,1.1485148514851484,0.2103729248046875,21,0.3049974613766592,13787
107,2.110497367243267,0.5627221739473892,0.2427599441730635,0.7586206896551724,0.2173919677734375,20,0.3118551273952411,14247
108,1.2280886287709922,0.9027447563328561,0.7438203327883043,1.0740740740740742,0.5532989501953125,21,0.2001047957861063,36261
109,2.1570987110135444,0.6420502035643991,0.6325928972987797,1.183673469387755,0.3633575439453125,20,0.20354428253474993,23813
110,2.079472743482317,0.6762924589569709,0.6386591524555368,1.1776649746192893,0.3416290283203125,20,0.2893831792398053,22389
111,1.203608605995742,0.8843740342107739,0.8275115232964958,0.9224137931034483,0.50213623046875,22,0.22976176005834448,32908
112,1.8288594332784265,0.6377704139052145,0.3771432428783583,1.2083333333333333,0.3112945556640625,22,0.29277976569775993,20401
113,1.3544630180173443,0.8331069358331203,0.8008023722309436,1.1372549019607843,0.47259521484375,21,0.15371948857032158,30972
